5,4302,0
3,1046,0
7,4370,0
6,6011,0
1,8994,1
8,9867,0
9,3818,0
9,4493,0
2,4532,1
6,4420,0
8,5022,0
6,5876,0
4,60,1
4,7491,0
2,7963,0
9,7759,0
3,1531,0
9,1602,1
5,2679,0
3,2868,1
3,5472,1
5,9883,0
6,5626,0
7,5140,0
3,1022,0
1,3010,1
1,6741,1
1,6819,1
5,2834,0
2,1537,0
5,4899,0
2,7831,0
9,7618,0
7,7863,0
5,5428,0
4,7702,0
5,314,0
9,4290,0
2,8645,0
9,4071,0
3,6247,0
3,6794,0
2,4035,0
3,1736,0
3,6549,1
8,6463,0
5,2188,0
7,649,0
9,8161,0
8,8710,0
7,4471,0
9,9901,0
8,8063,0
4,7304,1
7,7340,0
3,4058,0
1,1883,1
4,8383,0
5,8899,0
7,9967,0
8,1996,0
7,2049,0
8,9995,0
1,5073,1
5,9198,0
8,830,0
9,4397,0
5,1084,0
4,4964,1
7,795,0
6,124,0
1,7288,1
3,2500,0
9,6893,0
7,2648,0
4,5010,0
3,2992,0
4,9919,0
5,7485,1
9,8717,0
3,9953,0
8,9285,0
7,2350,0
5,4968,0
8,7309,0
2,2445,0
9,3699,1
1,5833,1
9,4045,0
5,1519,0
2,1241,0
2,5262,1
3,256,0
3,2472,1
3,8843,0
7,8992,0
7,1547,1
3,9158,0
9,2146,0
5,9207,0
1,5267,1
4,8366,0
2,3394,1
5,6246,0
3,7618,0
1,4203,1
4,8798,0
3,6876,1
1,3802,1
8,9357,0
6,7058,0
6,6971,0
2,7136,1
2,3282,1
2,2427,0
8,5987,0
8,4322,0
1,2410,1
7,9117,0
2,4221,0
1,1844,1
6,7735,0
2,3153,0
6,3081,0
9,3613,0
8,1543,0
2,3722,1
4,1956,1
4,3134,0
6,5722,0
2,2356,1
9,3766,0
1,2661,1
2,7431,0
5,3802,0
5,1741,0
6,8203,0
5,672,0
2,2393,0
2,8745,0
1,9739,1
5,9678,0
6,2657,0
3,5930,0
7,1604,0
3,874,0
9,4949,0
6,3007,0
9,7183,0
2,1767,0
3,4431,1
5,2642,0
6,7664,0
2,176,1
5,2466,0
7,2625,1
4,908,1
6,833,0
6,9722,0
7,1923,0
3,4053,1
4,5431,0
7,1329,0
7,7960,0
4,9488,1
3,9579,1
5,7912,0
6,1471,0
1,2673,1
5,6164,0
7,2442,0
1,4449,1
3,6767,0
9,3566,0
7,613,0
7,6451,0
3,3962,0
7,2927,0
3,6829,0
4,5298,0
3,1416,1
3,1748,0
7,7291,0
4,3828,1
1,7006,1
8,6063,0
8,8367,0
8,1699,0
8,6026,0
3,5118,1
6,9842,0
7,2323,0
1,6340,1
2,5144,1
3,6003,1
5,5905,1
4,198,0
2,3872,1
6,7618,0
5,6097,0
8,2872,1
1,6076,1
5,6549,0
3,9171,1
2,8327,0
3,6099,1
3,7296,1
2,4602,1
7,8026,0
3,9093,1
1,5575,1
8,2739,0
5,5664,0
4,5306,0
3,1691,0
3,2520,1
7,9344,0
4,6990,0
9,7831,0
7,5372,0
5,9488,0
3,7406,0
1,1845,1
1,2347,1
5,7598,0
2,8013,0
2,3273,0
5,907,0
6,9126,1
5,2522,0
1,7738,1
5,6164,0
4,535,0
9,1112,0
4,1589,0
3,5896,0
1,4592,1
7,9081,0
2,7901,0
5,6306,0
7,833,1
2,9430,1
6,4477,0
8,9616,1
2,1734,1
9,6337,0
5,8301,0
3,5020,0
4,1421,0
6,1241,0
4,4326,0
8,276,0
4,5689,0
4,9486,0
6,2299,0
3,4200,1
3,6138,1
9,2510,0
6,4240,0
4,5143,0
1,2353,1
2,386,1
4,8584,1
1,3275,1
5,5772,0
2,7941,0
2,4967,0
1,4866,1
2,2085,0
6,7022,0
2,8559,0
2,7423,0
9,1946,0
9,6021,1
7,4341,0
9,4439,0
5,4477,0
2,8132,1
3,148,0
6,1505,0
5,8301,0
5,398,0
3,5271,1
8,6080,1
3,3688,0
5,9454,0
2,7510,1
6,2868,1
4,3392,1
2,2286,1
3,6514,0
4,3097,0
2,4791,0
5,4377,0
1,1434,1
3,3706,0
3,128,0
3,6714,1
5,9614,0
4,5233,0
3,3766,0
3,6559,0
2,43,0
3,704,0
1,5630,1
1,7272,1
7,1962,0
5,1729,0
6,5356,0
5,8745,1
1,1100,1
8,7526,0
1,2853,1
7,8218,1
4,355,0
4,3336,1
1,6508,1
6,9279,0
4,2813,0
9,7773,0
9,4906,0
8,1938,0
2,5185,0
1,4580,1
6,9084,1
3,5290,0
6,7471,0
7,2189,0
3,4364,0
9,5309,0
5,6495,1
8,2573,0
4,5282,0
6,9490,0
9,946,0
4,9682,0
8,1117,0
5,6789,0
5,7337,0
4,2021,0
7,9950,0
4,922,0
9,4189,0
8,7722,0
7,8895,0
2,4612,1
1,4641,1
6,857,0
8,5800,1
9,3502,0
4,4774,0
6,8161,0
7,9591,0
5,2267,0
8,9628,0
6,6932,0
2,6889,0
4,8958,0
3,251,0
4,3343,0
5,7064,0
8,2987,0
3,7230,1
5,9765,1
3,4034,0
3,3399,1
5,4221,0
6,6145,0
7,5905,0
8,3414,0
7,7499,0
3,5370,1
4,3303,0
7,2196,0
2,1505,0
6,3930,1
7,3849,0
1,2564,1
4,2509,0
9,6232,0
8,8014,0
5,525,1
4,5407,0
9,3070,0
1,3516,1
8,4809,0
3,1132,0
7,175,1
5,9090,1
4,6803,0
7,4577,0
8,6084,0
8,9913,0
6,5301,0
3,6105,1
1,8669,1
6,2872,0
8,7977,0
4,5034,0
9,1649,0
7,2148,0
6,6488,0
3,4185,1
5,5614,0
8,8156,0
9,3463,0
2,5936,1
7,3122,1
9,3588,0
2,8257,0
8,3841,0
4,9312,1
2,5754,1
4,3964,1
9,344,0
6,4179,0
9,4558,0
8,3460,0
3,6046,0
5,1181,0
3,9048,1
1,6010,1
1,7574,1
4,2266,0
6,9968,0
5,8424,0
9,2929,0
8,7604,0
5,7244,0
3,7201,0
8,5050,0
2,8252,1
3,9410,0
2,6699,0
2,6706,1
4,7685,0
8,4707,0
6,2407,0
6,3779,0
8,1464,1
6,6884,0
9,3203,0
3,9713,0
7,1321,0
9,2416,0
2,8039,0
2,4317,0
5,3441,0
5,7784,0
8,2082,0
1,758,1
4,654,0
6,4117,0
5,1586,0
1,4517,1
5,5999,0
7,7263,0
3,6631,0
4,4149,0
1,5262,1
2,3240,1
6,1385,0
5,7704,0
8,9223,0
5,8747,0
2,4683,0
9,4,0
4,1986,0
8,4099,0
5,8415,1
6,2426,0
6,1017,0
8,9287,0
3,4771,0
7,1942,0
6,6047,0
5,8258,0
4,9655,0
3,4145,0
1,1469,1
4,3190,0
3,5550,1
6,5000,0
2,3621,0
9,9099,1
7,3299,0
4,1419,0
9,9175,0
8,3033,0
1,4825,1
5,5121,0
1,8215,1
7,2923,0
1,4471,1
1,208,1
5,9438,0
9,7802,0
4,9870,0
9,5247,1
9,8065,0
3,2130,1
5,6724,0
6,585,0
7,886,0
6,4456,0
7,2049,0
8,618,0
3,2954,0
5,5092,0
3,5408,0
4,5063,0
4,581,0
3,5791,0
3,9990,1
3,882,1
8,468,0
1,7542,1
1,3306,1
1,4802,1
5,3040,1
3,890,0
7,510,0
7,2471,1
8,131,0
3,843,1
2,7626,1
7,9480,0
5,4078,0
5,3676,0
4,8197,0
3,7915,0
4,9640,1
3,212,0
7,5737,0
6,3846,1
9,8478,1
2,8099,0
9,6835,0
9,2563,0
4,8817,0
6,9364,0
3,4614,1
3,5714,0
1,6132,1
3,340,0
9,2876,0
7,4209,0
6,8352,1
6,7637,0
8,3295,0
3,3347,0
1,84,1
7,486,0
8,8990,0
8,169,0
1,2326,1
2,678,1
1,514,1
3,9068,0
2,7266,1
1,8086,1
9,7523,0
9,4219,0
5,1784,0
5,9978,0
6,6276,1
6,2911,0
9,8795,0
8,3892,0
2,3089,0
6,5612,0
8,9759,0
4,9486,0
9,5241,0
4,8498,0
6,4818,1
6,7352,0
4,601,0
3,58,0
5,2250,1
4,241,0
8,2002,0
6,9907,0
5,4463,0
9,874,0
3,6899,0
2,9506,1
4,6846,0
8,8436,0
5,7760,1
9,2629,0
2,9622,1
8,6535,0
8,8167,0
8,6985,0
1,2333,1
8,507,0
3,9804,1
6,908,0
3,9871,0
9,6845,0
8,8927,0
2,4593,0
7,5165,0
7,8325,0
9,4477,0
7,876,0
2,8591,0
6,6340,0
5,8363,0
5,1285,1
2,6177,0
6,6057,0
7,4540,0
8,9123,0
8,107,0
2,8158,1
6,1137,0
3,1856,0
3,2594,0
9,1193,0
8,3016,1
2,3218,1
3,3349,0
1,1326,1
6,4113,0
4,5297,0
2,4695,0
1,2792,1
1,7740,1
2,3865,0
8,7353,0
5,8088,0
8,3425,0
7,1578,0
6,2881,0
7,4237,0
2,4956,1
9,9011,0
5,4120,1
9,2416,0
5,6152,0
3,9000,1
1,9185,1
9,7074,1
5,5804,0
9,560,0
1,5555,1
7,6368,0
1,7979,1
7,1848,1
3,9494,0
3,285,1
7,4474,0
4,2312,1
1,9938,1
9,4807,0
5,8459,0
8,1592,1
1,2680,1
5,8886,0
7,1451,0
5,7044,0
6,7977,0
4,403,0
5,3130,1
2,9385,0
1,2508,1
8,5214,0
5,8001,0
4,9435,0
7,6464,0
3,8323,0
6,8268,1
5,6238,0
2,6013,0
8,3043,0
6,6863,0
6,5832,1
8,242,0
4,7551,0
7,1976,0
8,6831,0
4,5108,1
5,9994,0
2,3568,1
1,7235,1
9,3621,0
2,842,1
3,5805,1
8,8668,0
5,7258,0
9,9113,0
8,6858,0
4,556,1
5,7513,0
6,4443,0
3,1720,0
5,1076,0
5,1015,1
6,5170,0
6,1299,0
7,8755,0
9,9055,0
8,134,0
8,2824,1
9,9636,0
8,840,1
6,6198,1
6,1355,0
6,5804,0
2,6296,1
3,1556,0
8,2569,0
6,6425,0
5,3414,0
9,5053,0
9,8087,0
3,9459,1
5,5406,0
4,5454,0
6,4957,0
4,8583,0
2,7692,1
1,546,1
9,3646,0
3,6214,0
7,5230,0
2,699,0
3,6644,0
9,5669,0
5,9551,0
2,6326,1
8,9871,0
8,8498,0
8,7297,0
9,8552,0
2,2607,0
3,457,0
4,7996,1
4,3601,0
4,660,1
2,9933,0
6,8224,0
4,6195,0
2,8410,1
8,7544,1
9,867,0
1,7226,1
7,1192,0
9,6473,0
5,3349,0
8,1391,0
9,3518,0
8,3871,0
8,9192,1
9,9646,0
4,8763,0
7,6559,1
4,6242,0
8,7399,0
6,4512,1
2,6014,1
6,4979,0
6,1465,0
9,8977,0
7,2247,1
9,2136,0
4,5955,0
4,8120,1
5,3808,0
4,7032,1
1,9106,1
4,9313,0
8,7679,0
8,7212,0
2,3001,0
5,4058,0
4,6043,0
5,3774,0
3,3438,1
8,1663,0
6,7006,0
6,5986,0
6,1691,0
1,699,1
1,1653,1
7,4649,0
7,3382,0
9,8310,0
1,1379,1
2,229,0
1,7365,1
1,225,1
2,8152,1
3,2877,1
1,4890,1
5,9288,0
3,2579,0
9,9788,0
2,1179,0
6,7849,0
2,8911,0
4,2937,0
8,398,0
7,9317,1
5,6045,1
9,5813,0
2,1425,0
5,938,0
4,5619,0
1,2999,1
3,342,1
1,4304,1
6,1319,0
6,528,1
3,9090,1
8,4297,0
4,4851,0
8,3648,1
5,143,0
3,9409,0
2,6175,0
5,1963,0
2,8437,0
7,130,0
7,2623,0
4,1151,0
7,3484,0
3,6269,0
8,9060,0
3,4630,0
5,6418,0
3,9141,1
1,4060,1
5,396,0
5,7541,0
5,1777,0
2,9736,1
5,7246,0
9,5374,0
2,6015,0
3,6985,0
3,9113,0
5,2929,0
9,8244,1
8,8614,0
1,4312,1
7,2475,0
4,3548,1
6,8635,0
5,2201,0
7,1002,0
5,8253,0
9,403,0
1,4182,1
8,4360,1
2,1793,0
2,9997,0
5,9269,0
1,3631,1
3,1314,1
4,370,0
4,1123,0
4,5253,0
1,276,1
8,7713,0
